TEXT,LANG
"Pꞌop Hagä Do Sahee hã hana do ji hajaa do ky nꞌaa hahỹỹh Hỹỹ kä wakãn haa, baad ỹ karẽn bë bahapäh Pꞌop Hagä Do Sahee hejój gó ji hajaa doo.",nadeb
"Jé wakããn näng péh, tamanasa do ta wakããn, ta yb, ta ỹỹn nahagꞌããs doo, teréd hõm Jesus ky nꞌaa ër hꞌyy kahaꞌeeh doo. Jesus hã hꞌyy kanaꞌeeh do bahä̃nh däg sa hꞌyyb nesaa do hã.",nadeb
"Bëëh, Pꞌop Hagä Do herꞌoot do ky dahꞌeeh doo, bë kamahä̃n ta ti pä hadoo doo, bë kamahä̃n Kristo ỹ hanäng péh. Tii dꞌ nado panyyg ky nadahꞌeeh do sa hã. Sa hã kaja däk hahỹ Pꞌop Hagä Do kyy kerih do herꞌoot doo: “Pä tób nꞌaa tahemꞌaa do ty nꞌaa gesꞌyyk doo, hỹỹ kä pä ta ba nꞌaa, mesoo nꞌaa däg.” Saaw-Mo 118.22",nadeb
Ti mꞌ Peed ta daaj hẽ taky nꞌaa kawasꞌee kän. Ti mꞌ Pꞌop Hagä Do hã taky däng: —Dooh ỹ hapëë bä ta ti ajꞌyy! —näng mä ta kyyh sa hã. Ti mꞌ nayyw hẽ mꞌ karaak bahꞌỹỹ kän.,nadeb
Dooh mꞌ sa kyy péh. Dooh mꞌ reaaj boo bä kä ti bahä̃nh kä. Hꞌyyb eꞌỹỹm mä reaaj bä kä.,nadeb
"Ti mꞌ Jesus ky hadoo: —Daj ỹỹ hẽ ỹ kawehëë bä paawä, dooh tawꞌããts hẽ tado bä ta tii. Ee, bë hꞌyy kahaꞌeeh bë hanäk doo, ti né ti ỹ tawehꞌëëh.",nadeb
"Ti mꞌ Jesus ky hadoo: —Baad Pꞌop Hagä Do hã hꞌyy kanaꞌeeh do bëëh, da hẽ badäk hahỹỹ bä habok doo! —näng mäh. —Hajõõ nuu me ỹ bawät nä gꞌeeh bë mahang bë ky dahé däk hyb nꞌaa kä? Ỹ hãd hꞌyyb napan däg bë hã, hã ỹ bë hꞌyy kanasadä nä do hyb nꞌaa —näng mäh. —Bë mana bꞌëëp pahëëw —näng mäh.",nadeb
"Hahỹ dꞌ paa ta kyy sa hã: —Ti awät da jawén ỹỹ takꞌëp hyb nꞌaa jawyk do bahä̃nh ỹỹ. Hã ỹỹ, ỹ hyb nꞌaa sakog its ta hã. Ti hyb nꞌaa dooh ỹ haja bä ta tsyym suun kabo nꞌaa ỹ do bä Pꞌooj ub sa karom rakeboo paa mꞌ sa kariw nꞌaa tsyym suun. Tii bä sa kariw nꞌaa tsyym rahetsꞌyyt. Takꞌëp hyb nꞌaa sakog its Jowãw Jesus matym gó, ta hã hẽ Jowãw hegãã bä. Ti hyb nꞌaa, dooh tahajꞌas pé Jesus wë tamoo wäd bä, ta hã hẽ tahegãã bä, tahanäng pé tii. —näng mäh.",nadeb
"Ti mꞌ Simaw ky hadoo: —Hã ỹỹ, kũũt eh do paah —näng mäh. —Ti né hẽ —näng mä Jesus. —Baad a kyyh —näng mäh.",nadeb
Ti mꞌ Paw-Ro naëënh warahén sa wahë nꞌaa seeh. Ti mꞌ taky hadoo ta hã: —Mamahũũm hahỹ pahëëw bë wahë nꞌaa wë. Ti anäng panyyg taherꞌoot pé ta hã —näng mä Paw-Ro.,nadeb
"Bë hyb nꞌaa newë Eriij häd näng doo. Ër hadoo né paa tii. Takꞌëp taky nꞌaa etsẽẽ paa naëng nadoos hyb nꞌaa. Ti mꞌ tamawoob hẽ ta baab sét ta bód tanadots wät taky nꞌaa etsẽẽ do hajꞌaa. Pꞌaa hẽnh taky nꞌaa etsẽẽ tabadoos hyb nꞌaa kä, ti mꞌ naëng badots kän pꞌaa hẽnh, sa joom ganyyh pꞌaa hẽnh, tabeag kän.",nadeb
"Ti mꞌ Jesus ky hadoo ta hã: —Ỹ né ti hỹ Mesijas, a sii herꞌoot do né hẽ —näng mä Jesus.",nadeb
"Ta karawaa me tagahëm bä, “Badah banäm”, näk bëëh. Te hub né hẽ, banäm né kä, baju né hẽ kä.",nadeb
"Ti mꞌ tii bä kata bꞌëëh do rameuuj bong mäh, raky nꞌaa jõg bong mäh. Ti mꞌ raky hadoo: —Hꞌëëd pé ti tama metëëk hahỹỹ hã? Hyb nꞌaa jawyk doo me, hejoonh doo me tamejũũ karapꞌaar hꞌyyb nesaa do rabanyyh hyb nꞌaa. Raky daheeh né hẽ —näk mä sa kyyh.",nadeb
"—Hëp ỹ hata nadoo doo, majẽ ỹ tii. Ỹ manasa doo, Pꞌop Hagä Do wë ỹ ataa doo, dawëë rabehũũm tii bä tanꞌoo bä —näng mäh.",nadeb
"Ti hyb nꞌaa, ta see baad bë gado bä ta wób sa mahä̃nh, nesaa do bë moo boo däk. Pꞌop Hagä Do ky nꞌaa jawꞌyyk do bë taky nꞌaa ety däk tii bä, ta ky nꞌaa jawꞌyyk do bë ky nadaheeh do hyb nꞌaa.",nadeb
"Ta ti hyb nꞌaa, tawꞌããts hẽ ër hꞌyyb ehub doo me, baad ër hꞌyy kaꞌeeh doo me na-ããj hẽ ër kahꞌũũm Pꞌop Hagä Do wë. Dooh ër hꞌyyb ër taky nꞌaa tapa wäd bä Kristo anꞌoo bä. Baad ër bahado däk na-ããj hẽ Pꞌop Hagä Do matym gó. Ti hyb nꞌaa ër hajaa Pꞌop Hagä Do wë ër ahõm bä. Pꞌooj ub Isaraéw buuj rabahedꞌoo do ky nꞌaa gó tabehꞌũũm. Pꞌooj ub, ranahaja bä Pꞌop Hagä Do tób nꞌaa hẽnh rahõm bä baad sa hꞌyyb nadoo do hyb nꞌaa, ratsawyyh sa hã booj yb taah ỹỹnh raju däk do paa ooj naëng mahang kamekuuj däk doo. Setsi ta ä̃h tabahado däk bä, Mosees ky nꞌaa jawꞌyyk do mejũũ rabehop. Tii bä kä, baad rabahado padëëk pꞌaa hẽnh. Tii bä rahajaa Pꞌop Hagä Do tób nꞌaa hẽnh rabahõm. Ti ky nꞌaa gó tabehꞌũũm.",nadeb
"Sa mahang né hẽ ajꞌyy hasꞌoo däk do bagëët. Baad rabahapäh ti hasꞌoo däk né hẽ, ti hyb nꞌaa dooh sa kyy péh.",nadeb
"Ti hyb nꞌaa najis haa, ta ti bë gahëën do hyb nꞌaa, tawꞌããts hẽ takꞌëp bë hyb nꞌaa tamꞌaah takꞌëp baad ub bë babok hyb nꞌaa, takꞌëp baad ub bë bahadoo hyb nꞌaa Pꞌop Hagä Do hã. Takꞌëp bë hyb nꞌaa tamah, hꞌyyb nyyw gó bë baboo hadꞌyyt hẽ hyb nꞌaa ta wë, Pꞌop Hagä Do bahapäh hyb nꞌaa.",nadeb
"2. Baad hadꞌop, ta wób rabahedꞌoo do bahä̃nh, ji bawät ỹỹj sa wë ky nꞌaa hahỹỹh Ti mꞌ Jesus ky hadoo ẽnh: —Bë maa napäh hahỹ kamejũũ doo: “Aä̃ manä ta seeh ỹỹm sii”, näng kerih do paah.",nadeb
Tawꞌããts hẽ rahyb nꞌaa jawyyg magyys hẽ ta tii. Ti yd jé tawꞌããts hẽ ỹ rahyb nꞌaa sakog magyys hẽ —näng mä Jowãw.,nadeb
"Ỹỹh, Tesijo häd näng doo, hahỹ Paw-Ro mejũũ do herih doo, bë sii Takꞌëp Hyb Nꞌaa Jawyk Doo hã hꞌyy kata däk doo, bë ỹ hyb nꞌaa esee. Ajꞌyy Gajo häd näng do bë mꞌ tahyb nꞌaa esee. Baad ta tób bä ỹ tagado hadꞌyyt hẽ. Sahõnh hẽ Jesus hã hꞌyy kaꞌeeh do babä habong doo, ti na-ããj hẽ baad tagadoo. Eras, panang dajẽẽr hagã nꞌaa, ër hỹỹj hadoo do Kuwar-To häd näng do na-ããj hẽ, bë mꞌ rahyb nꞌaa esee. [",nadeb
"Ti mꞌ ajꞌyy hã kä taky hadoo: —Madajoow a mooh! —näng mäh. Ti mꞌ ta moo tadajoow däk. Ahub däg kän mäh, baad däg mä ta moo kä. Hahup doo, ta moo see hado däk.",nadeb
"Pahëëw Jesus haso däk do panyyg nꞌaa hahỹỹh Ti mꞌ Jesus rakajaa bä kä mꞌ ta ma matëg wób rababꞌëëh bä, hajõk mä ranu sabug däk sa pa rabahapäh. Mosees ky nꞌaa jawꞌyyk do ma mehetëk do ky kedꞌaak mä sa daheeh. Tii bä mꞌ, nanäng nu sabuk do rabahapäh bä mꞌ Jesus, raty ge-ee bong. Ti mꞌ rawajꞌaa nä ta wë rabedëng hyb nꞌaa mꞌ Jesus.",nadeb
"—Hyb nꞌaa jawyk doo —näk mä Pirato hã. —Ãã hyb nꞌaa esꞌee däk ta ti ajꞌyy noo kanesa do ky hadoo do paah. Hahỹỹ dꞌ paa ta kyyh: “Tamawoob hẽ tabahado däk bä kä ä̃h ỹỹ, ỹ dꞌ ganä wät pꞌaa hẽnh”, näng paa ta kyyh.",nadeb
"Ãã wén hꞌyy ganejë hõm, kanahën dꞌos hẽ hadoo do ër ahoop do nayyw hẽ tabës do ër hã tabanoo takꞌëp baad hadoo do nahänh doo. Dooh its ti ji ahoop doo, takꞌëp baad hadoo do matym nꞌaa.",nadeb
"Tób Pꞌop Hagä Do panyyg rayd naherot do wahë nꞌaa katꞌaa do hã rakedëë hõm jawén paa bä, sahõnh hẽ rabanꞌyyh do jawén paa bä, hajõk Judah buuj, Judah buuj nadoo do Pꞌop Hagä Do hyb nꞌaa jewꞌyyk do na-ããj hẽ, rahadaa hõm Paw-Ro Béh-Nabéh daheeh. Ti mꞌ Paw-Ro Béh-Nabéh daheeh raky nꞌaa jebaanh sa sii hahꞌũũm do sa hã, rahyb nꞌaa nerét hyb nꞌaa Pꞌop Hagä Do ky enyym do ky nꞌaa ramaa napëë wät doo.",nadeb
"Jesus berꞌoot nä bä mꞌ, rakajaa ajyy Jaj-Ro tób bä naa. Ti mꞌ raky hadoo Jaj-Ro hã: —A toog hꞌyy gakog hõm —näk mäh. —Hëd nꞌaa ti mahꞌyyb panasꞌëëh ma matëg? —näk mäh.",nadeb
"Ti mꞌ warahén sa wahë nꞌaa hehꞌäät ub do ky hadoo: —Takꞌëp ỹ bepaag hõm paah, Roma buuj ỹ bahadoo hyb nꞌaa —näng mäh. Ti Paw-Ro ky hadoo ta hã: —Roma häj nꞌaa bä ỹ benäng, ti hyb nꞌaa ỹ benäng noo gó naa Roma buuj né ỹ hỹỹh —näng mäh.",nadeb
"Pꞌop Hagä Do Sahee na-ããj hẽ ër tamaherꞌoot ta ti ky nꞌaa. Hahỹỹ da ta kyyh: “Hahỹỹ da papuuj Isaraéw buuj sii ta jawén ỹ kanerꞌoot doo: Sa hꞌyyb gó da ỹ banoo këh ỹ nꞌaa jawꞌyyk doo. Sa hꞌyyb tym gó da ỹ berih hadoo da tii”, näng mäh.",nadeb
Jesus hꞌyyb hapꞌëëh mä rakarẽn radajꞌëëp doo. Ti hyb nꞌaa ta sꞌee hẽnh tabahõm kän. Hajõk mä ta jawén hahꞌũũm. Ti mꞌ sahõnh hẽ sa mahang habong do nahëë enäh do sa nahëë tasog hõm mäh.,nadeb
"Ti hyb nꞌaa dooh ãã hꞌyyb padäg bä ji hapäh do hã. Dooh badäk hahỹỹ hã ji ahoop do hã rahꞌyyb padäg bä, Paw-Ro hanäng péh. Ji nahapäh do hã ãã hꞌyyb padëëk. Hỹ pong jé ji gadoo do hã rahꞌyyb padëëk, Paw-Ro hanäng péh. Ji hapäh do ahänh. Ji nahapäh doo, dooh tahëëj bä. Tawäd hadꞌyyt hẽ.",nadeb
"Ti hyb nꞌaa jé hahỹỹ ãã ma metëëk do taky nadahé bä, ajꞌyy kyyh hadꞌyyt hẽ nado taky nadaheeh, Pꞌop Hagä Do kyyh ti taky nadaheeh doo! Pꞌop Hagä Doo, ta Sahee baad hadꞌop do bë hã hanoo do ti taky nadaheeh!",nadeb
"Abaraãm hꞌyy kaꞌeeh do hyb nꞌaa, neta né paawä ta ỹỹm Sarah, tabëëj däg né paawä ta baab nꞌaa ta ỹỹm sii tabetaah hyb nꞌaa, Abaraãm panaa nyy däk, Pꞌop Hagä Do moo wät né hẽ ta hã taky däng do taky daheeh do hyb nꞌaa. Ti hyb nꞌaa kä, edaa däg né paawä tadajëp do ta tꞌaah benäng noo gó, sagõõh hawób däk, hood tëg hawób däg ta panaa ta jawén kä.",nadeb
"Ti mꞌ Jesus mo hajꞌaa hã kä sahõnh hẽ rapanäg hõm ta wób, Judah häj nꞌaa hawꞌããts hẽ mꞌ, Judah häj nꞌaa pa hẽ habong do na-ããj mäh.",nadeb
"Jããm hẽ masëëw baad tawäd bä. Tawꞌããts hẽ dooh rahapäh pé ta hã baad nadoo doo. Tawꞌããts hẽ sét ub ta ỹỹm Jesus hã hꞌyy kaꞌeeh do wahë nꞌaa hã. Tawꞌããts hẽ dooh ta ỹỹm tawadꞌii bä ỹỹnh see sii. Ta taah kä, tawꞌããts hẽ Jesus hã rahꞌyy kaꞌeeh. Tawꞌããts hẽ dooh ta taah raky nꞌaa etsä bä nu meby nꞌaa näng do hã. Tawꞌããts hẽ Jesus hã hꞌyy kaꞌeeh do wahë nꞌaa taah ky dahꞌeeh do sa yb hã.",nadeb
"Ti mꞌ Jesus ky hadoo ẽnh sa hã: —Dooh bë nerꞌood bä gꞌeeh hahỹ Pꞌop Hagä Do kyy kerih doo? “Pä tób nꞌaa tehemꞌaa do raty nꞌaa gesꞌyyk doo, hỹỹ kä pä ta ba nꞌaa, mesoo nꞌaa däg. Takꞌëp Hyb Nꞌaa Jawyk Do mo hajꞌaa né tii. Tawꞌããts hẽ ër hã tii”, Saaw-Mo 1 näng kerih doo —näng mäh. Ti pä tahanäng péh, ta daaj hẽ né mꞌ ti takaherꞌoot.",nadeb
"Jé Pꞌop Hagä Do ky nꞌaa rod gadoo doo, Pꞌop Hagä Do ky nꞌaa taherꞌoot do hyb nꞌaa, tagadoo da Pꞌop Hagä Do hanaa ta ky nꞌaa rod hã tanoo do pénh ta säm. Jé ta da hadoo do gadoo doo, baad hawät do ta da hadoo do bahadoo do hyb nꞌaa, tagadoo da Pꞌop Hagä Do hanaa baad hawät do hã tanoo do pénh ta säm.",nadeb
Tawꞌããts hẽ bë tsebee tsebé do sa sii. Bë aód haꞌoot do sa sii.,nadeb
"Pooj jé, ër hꞌyyb säg karẽn doo da ër babok noo gó, nesaa do takꞌëp ër hꞌyyb karẽn doo, ta ky nꞌaa jawꞌyyk do nanoo do hyb nꞌaa takꞌëp ji karẽn doo, awät né paa ër hã. Nesaa do dajëb hanoo do ër moo bok ti noo gó.",nadeb
"Bë hã rahꞌyy kawereem kän hã ỹ rahꞌyy kawereem doo da. Ti hadoo hã ỹ kametëëh nä babä, bë ky nꞌaa napëë kän hỹỹ kä.",nadeb
"Kristo hã hꞌyy kaꞌeeh do jé padꞌyyt hẽ habong do raky nꞌaa napëë däk baad bë ky dahé däk Kristo ky nꞌaa, ti hyb nꞌaa ỹ hꞌyy gadajang. Ti hadoo né hẽ, baad hadoo do hã ỹ karẽn paawä bë hꞌyy ganäng, tawꞌããts hẽ bë nahapäh do hadoo nesaa doo.",nadeb
"Tii dꞌ ỹ wén karẽn mabadꞌoo, edaa däk do hyb nꞌaa ỹ radajꞌëëp. Pꞌop Hagä Do hã ỹ kanꞌoo däk ỹ dajëp bä.",nadeb
"Tawꞌããts hẽ baad mama metꞌëëg Pꞌop Hagä Do ky nꞌaa, Pꞌop Hagä Do gadoo hyb nꞌaa mamoo wät doo. Tawꞌããts baad hadoo do moo wëëd mabahadoo. Baad ỹ wén karẽn mamoo wät, manu manebyng hyb nꞌaa mamoo wät do hã, baad ub mama metëëk hyb nꞌaa baad hadoo do ky nꞌaa.",nadeb
"Ti hyb nꞌaa, tawꞌããts hẽ baad ub bë bahagꞌããs bë daaj hẽ, Jesus hã hꞌyy kaꞌeeh do sa hã na-ããj hẽ, sa wahë nꞌaa bë bahadoo hyb nꞌaa Pꞌop Hagä Do Sahee anꞌoo bä. Tawꞌããts hẽ bë hagãã baad ub Pꞌop Hagä Do hã hꞌyy kaꞌeeh doo. Sa hyb nꞌaa paa Jesus kanꞌoo däk, tadajëp sa hyb nꞌaa, ta karapee rabahado padëëk hyb nꞌaa.",nadeb
"Ta ti ỹ ma metëëk doo, këh ỹ gabuuj nado. Ee, ỹ mejõ hyng doo, ti né hẽ hanoo hã ỹỹ, ỹ tamejũũ ỹ herꞌoot doo. Ti hyb nꞌaa, “sa ky nꞌaa etyy nꞌaa däg, ỹ herꞌood wät doo”, ỹ wén näng. Ỹ hapäh né hẽ hahỹỹh: Ee kyyh ji tedꞌëëp, ji bawäd hadꞌyyt hẽ hyb nꞌaa. Ti hyb nꞌaa ỹ tamejũũ do ỹ herꞌoot do panꞌaa, ti né hẽ ỹ herꞌood hadꞌyyt hẽ.",nadeb
Ti mꞌ ratabës Pisidija häj nꞌaa bä. Ti mꞌ rakajaa Pam-Pirija häj nꞌaa bä. Ti mꞌ panang Peh-Ke häd näng doo bä raherꞌoot Jesus ky nꞌaa. Tii bꞌ naa rabawꞌëënh mä panang Atarija häd näng doo hẽnh.,nadeb
"Ti mꞌ Jesus ky hadoo sa hã: —Bë ky dahé däg né hỹỹ kä. Ti awät da ti noo gó, kaja kän, bë wajꞌaa bong doo kä bë tób hẽnh. Map ỹỹ hẽ da ỹ bë beréd wät. Tii dꞌ né paawä, map ỹỹ hẽ nawäd ỹỹh. Ee si ỹ awät.",nadeb
Ti mꞌ hajõk ta wób kata padëëk mä Jesus wë. Jé padꞌyyt hẽ naa rabena. Ti mꞌ ta ma matëg hã tamaherꞌoot hahỹ panyyg:,nadeb
"Baad hadoo do ky nꞌaa ji tama metëëk doo da ji bawät do ky nꞌaa hahỹỹh Õm kä, tawꞌããts hẽ baad hadoo do ky nꞌaa hana do mama metꞌëëg Jesus hã hꞌyy kaꞌeeh do sa hã.",nadeb
"—Judah buuj né ỹ hỹỹh. Panang Tas häd näng doo bä, Siris häj nꞌaa bä ỹ benäng. Babä Jerusarẽnh bä ỹ bawäng. Gamarijéw Mosees ky nꞌaa jawꞌyyk do ma mehetëk do ky nꞌaa etsëëh do ti Gamarijéw. hã takerii däk ta ky nꞌaa. baad ub né hẽ ỹ tama metëëk ër wahë makũ ky nꞌaa jawꞌyyk do ky nꞌaa. Baad ub né hẽ ỹ karẽn paa ỹ hꞌyyb nꞌyym Pꞌop Hagä Doo, da hẽ bë badꞌoo doo da né hẽ.",nadeb
"—Nyy da bë hã Kristo, Pꞌop Hagä Do Hꞌyyb Däng Doo? Jaa tꞌaah bë hã? —näng mäh. —Dawi tꞌaah, Dawi panaa —näk mäh.",nadeb
"Ta ti bë masa do tamasa da Jesus hã hꞌyy kaꞌeeh do Jerusarẽnh bä habok do sa wë bedoh doo. Takꞌëp Pꞌop Hagä Do ratsebé da, bë masa do anꞌoo bä da. Pꞌop Hagä Do hã rajꞌaa etsë da. Pꞌop Hagä Do rawén jꞌaa etsë da, baad bë ky daheeh Kristo panyyg hanäm do bë hꞌyy kahaꞌeeh bë hanäk doo, bë masa do metëëh do hyb nꞌaa. Pꞌop Hagä Do rajꞌaa etsë na-ããj da, sa hã, ta wób sa hã na-ããj hẽ bë betsëëh do hyb nꞌaa.",nadeb
"Eber buuj hã kerih do hahỹỹh Ããs sa bahä̃nh Pꞌop Hagä Do Tꞌaah ky nꞌaa hahỹỹh Pꞌooj ub, hajõõ nuu me ër wahë makũũh Eber buuj sa wahë makũ tii. Ta wakããn tama erih do hyb nꞌaa, ër wahë makũũh tawén näng. Eber buuj sa uuh ti Judah buuj. hã Pꞌop Hagä Do maherꞌoot ta ky nꞌaa rod raherꞌoot do hã. Ta see hadoo tamaherꞌoot paah, ta see hadoo tamaherꞌoot ta see pé noo gó.",nadeb
"Ti mꞌ Peed berꞌoot bä mꞌ ta sii, ajëë suun mä tób gó. Ti mꞌ hajõk do tꞌĩĩ hẽnh katꞌaa do tabahapäh.",nadeb
"Takꞌëp bë hyb nꞌaa newë hadꞌyyt né paawä, dooh bë haja bä bë aboo dawëd bä ta tii da —näng mäh.",nadeb
"Tagatꞌëë däk né hẽ, dooh ta wë tawäd bä Marija tꞌaah nenäng nä bä. Ti mꞌ Marija tꞌaah benäng do jawén paa bä Joséh häd nꞌoo däk mä Jesus.",nadeb
"Tawꞌããts hẽ Kristo bë hyb nꞌaa jewꞌyyk bë hꞌyyb gó. Ti né hẽ Takꞌëp Hyb Nꞌaa Jawyk Do sahõnh hẽ hagꞌããs doo. Tawꞌããts hẽ bë maherꞌood hadꞌyyt hẽ sahõnh hẽ sa hã, hꞌëëd hyb nꞌaa Kristo hã bë hꞌyy kasadä, reaaj bä bë hã.",nadeb
"Ỹ hapäh né hẽ, dooh baad hadoo pé hëp ỹ säg gó hawät péh. Ta ti ỹ wén hapäh, ỹ karẽn né hẽ paawä baad hadoo do ỹ moo wät, dooh ỹ haja bä.",nadeb
"Ti mꞌ metꞌuuh hã bäp paah, Jesus ganä wät. Pooj jé Marija Madarẽn hã mꞌ takasꞌee wät. Ta ti mꞌ Marija setsi karapꞌaar hꞌyyb nesaa do hanäng do tahebëë bong do paa mꞌ.",nadeb
"Hahỹỹ dꞌ tahanäng pé ti pꞌop tabasëëk doo: Tabasëëk do pooj jé badäk hahỹỹ bä Kristo bewäd hyng. Ti né hẽ ti hỹ pong jé hasëëk do sahõnh hẽ sa bahä̃nh tabahado däk hyb nꞌaa, sahõnh hẽ tabagꞌããs hyb nꞌaa kä.",nadeb
"Tii bä ỹ maa napäh kyyh see hỹ pong jé hana do hahỹỹ da ky hadoo doo: “Karapé haa, bë beréd däg ta ti panang. Bë beréd däg, nesaa do ramoo bok do sa hꞌyyb hataa bë nahadoo hyb nꞌaa, sa hã ỹ rejãã do mahä̃nh bë kedëëb bong hyb nꞌaa.",nadeb
"Tii bä, ji meheet pé kabajꞌaa do see anꞌoo däk sa hã setsi ta hood kꞌããts tëg gabarëëh do sꞌëëb. Ta hood gó tagedu däk Pꞌop Hagä Do hawäd hadꞌyyt do kawajããn do metëë nꞌaa, badäk hahỹỹ bä habong do sa jó rahahꞌook hadoo hyb nꞌaa.",nadeb
"Jesus hapäh mä sa hꞌyyb, ti mꞌ panyyg ky nꞌaa me taky hadoo sa hã: —Sa da hadoo do wë sa häj nꞌaa babuuj rahyb nꞌaa wareem bä, gawatsik tii bä sahõnh hẽ —näng mäh. —Panang buuj sa hã hẽ rahꞌyy kawereem bä, sa wakããn na-ããj hẽ sa hã hẽ rahyb nꞌaa wareem bä, sahõnh hẽ kahäj jëng tii bä —näng mäh.",nadeb
"wakãn haa, Isaraéw buuj sa hyb nꞌaa. Tahaja bä paawä, ỹ gadoo paawä ỹ ky nꞌaa kawasꞌee däk doo, ỹ gado paawä dawëë Kristo mahä̃nh ỹ bawäd hõm doo, wakãn haa, Isaraéw buuj sa hyb nꞌaa, ti raky nꞌaa kawanasꞌee bong hyb nꞌaa paawä, Kristo karapee rabahado padëëk hyb nꞌaa paawä. Pꞌop Hagä Do asëëw hõm do tii, ta taah rabahadoo hyb nꞌaa paawä. Sa hã né hẽ Pꞌop Hagä Do metä wät ta bag takꞌëp gabarëëh doo, ta kabajꞌaa doo. Sa wahë nꞌaa sii Pꞌop Hagä Do kanerꞌood wät paa nyy da tabadꞌoo sa hã. Sa hã paa tabanꞌoo däk ta ky nꞌaa jawꞌyyk doo. Sa hã Pꞌop Hagä Do metëëh paa nyy da takarẽn ji hyb nꞌaa jawꞌyyk ta hã. Sa hã né hẽ hajõng baad hadoo do Pꞌop Hagä Do ky nꞌaa enooh paah.",nadeb
"Jããm hẽ Tsimoot, pa ỹ hawät doo, baad bë tahyb nꞌaa newëë doo, baad hadoo do bë wë karẽn doo. Dooh ta see pé Tsimoot hadoo doo.",nadeb
"Ti mꞌ ta ma matëg seeh, Ãn-Deréh, Simaw Peed hỹỹj, ky hadoo mäh: —Gëët hỹ karapee. Ti anäng ta wë its ji ma poo oow pé pãw nedꞌëëd is doo, sewada häd näng do sꞌëëb. Tahꞌỹỹb pawóp hẽ. Tahajꞌas mä ti hajõk do hã? —näng mä ta kyyh.",nadeb
"Ti mꞌ Jesus ky hadoo sa hã: —Baad bë hyb nꞌaa matakä da. Baad bë kanä da Pariséw, Saduséw sa pãw makuj nꞌaa mahä̃nh —näng mäh.",nadeb
"Dawëë naa mꞌ Jesus tabahapäh bä mꞌ, wajꞌaa däk mä ta wë. Ti mꞌ ta taron nuu me mꞌ tabahyy häng Jesus wë.",nadeb
"Ahõm ẽnh mä pꞌaa hẽnh, ti mꞌ taky nꞌaa etsẽẽ ẽnh pꞌaa hẽnh. Hahỹỹ dꞌ mä ta kyyh: —Ee —näng mäh. —Tanahaja bä ỹ ahoop do panꞌaa kado hõm mahä̃nh ỹỹ, ỹ mamo nꞌaa najesu bä ta mahä̃nh, tii bä, makarẽn doo da né hẽ ỹ karẽn hã ỹ kametëëh —näng mäh.",nadeb
"Hỹỹ kä, ỹ kanarẽn do tado bä ti ỹ moo hewꞌëët doo, dooh ỹ tado wäd bä ta ti moo wät doo. Nesaa do hëp ỹ tym gó hawät do moo wät ti ta tii.",nadeb
"Najis ỹỹ, tawꞌããts hẽ hanäm do mamoo wät. Mamoo wäd manä nesaa doo. Baad hadoo do moo wät doo, Pꞌop Hagä Do karapee né hẽ tii. Nesaa do moo wät doo, dooh Pꞌop Hagä Do tahapëë bä ta hꞌyyb gó.",nadeb
"Ti mꞌ teaanh sa hã: —Äkä, bë gado däk Pꞌop Hagä Do Sahee bë du doo noo gó bë ky daheeh doo? —näng mä Paw-Ro. Ti mꞌ raky hadoo: —Dooh ãã ky nꞌaa napëë nä bä tanyy bä Pꞌop Hagä Do Sahee —näk mäh. Ti mꞌ Paw-Ro eaanh mä sa hã: —Hꞌëëd hadoo doo me ti bë ranu gemuun bong? —näng mäh. Ti mꞌ raky hadoo: —Jowãw nu gahemꞌuun do nu gemuun doo da —näk mäh. Ti mꞌ Paw-Ro ky hadoo: —Jowãw nu gemuun doo, nesaa do ji beréd hõm do heen nꞌaa, Pꞌop Hagä Do hã ji hꞌyy kaꞌeeh do heen nꞌaa. Jowãw nu gahemꞌuun do maherꞌoot paa maa newꞌëë do sa hã, ta jawén hana do hã rahꞌyy kaꞌeeh hyb nꞌaa, Jesus hã rahꞌyy kaꞌeeh hyb nꞌaa —näng mä Paw-Ro. Ti mꞌ raky nꞌaa napäh bä Paw-Ro herꞌoot doo, ranu gemuun hõm kän mä Jesus häd gó kä. Ti mꞌ Paw-Ro dasooh ta moo sa nuu gó, ti mꞌ Pꞌop Hagä Do Sahee bajëë kän sa hꞌyyb tym gó. Ti hyb nꞌaa kyy wób rerꞌood wät dó. Pꞌop Hagä Do ky nꞌaa mꞌ raherꞌoot na-ããj hẽ. 12 mꞌ ajyy tahyb nꞌaa pé mꞌ tii.",nadeb
"Pꞌop Hagä Doo, sahõnh hẽ mo hajꞌaa näng doo, hã ỹ tabanoo ta wób ỹ maherꞌoot hyb nꞌaa nyy dꞌ tabadꞌoo tahꞌyyb däng doo, pꞌooj ub sahõnh hẽ badäk hahỹỹ bä habong do paa hã tamanetëëh doo, ta hꞌyyb gó tenäm doo.",nadeb
"Takꞌëp paawä ỹ karẽn bë ỹ bahapäh, Kristo Jesus ji kamahä̃n doo da bë ỹ kamahä̃n do hyb nꞌaa. Né hup ỹ né hẽ ti ỹ herꞌoot do Pꞌop Hagä Do hapäh.",nadeb
"Ti hyb nꞌaa kä, bë anꞌoo manä nesaa do bë moo hewꞌëët do paa badäk hahỹỹ bä bë hub nꞌaa tamejõ bä. Bë ky dahé manä nesaa do bë hub karẽn doo.",nadeb
